listing_id,update_time,listing_name,location_address,zip,location_x,location_y,location_desc,location_site,location_site_otherdesc,location_indoor,specialproductionmethods,acceptedpayment,FNAP,SNAP_option,SNAP_option_1,SNAP_option_2
300545,1/6/2021 17:18,Portland Farmers Market - Shemanski Park,"""SW Park and Main, Portland , Oregon 97205""",97205,-122.68223,45.517125,South Park Blocks behind Arlene Schnitzer Concert Hall,,South Park Blocks,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300547,1/21/2021 12:36,Voluntown Farmers' Market,"""195 Main Street, Voluntown, Connecticut 06384""",06384,-71.865502,41.573913,Under the maples in front of the Voluntown Elementary School.,Educational institution;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;,,0,0
300549,1/20/2021 14:50,Yardley Farmers Market,"""Buttonwood Drive, Buttonwood Park, Yardley borough, Pennsylvania 19067""",19067,-74.839997,40.240829,"Buttonwood Park is accessed off Main St. via Buttonwood Dr. next to Firehouse Cycles.  GPS to Firehouse Cycles or 25 S. Main St, Yardley, PA",Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300550,1/13/2021 11:52,Vance County Regional Farmers Market,"""210 Southpark Dr., Henderson, North Carolina 27536""",27536,-78.424401,36.3378971,Off Beckford Drive behind the DaVita Dialysis Center,,Farmers Market building/facility,Entire time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
300551,1/12/2021 10:43,Richmond Farmers Market - Summer Season (May-October),"""47 N 6th St, Richmond, Indiana 47374""",47374,-84.893377,39.829996,Across from Morrisson-Reeves Library in Jack Elstro Plaza,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300554,6/14/2021 13:04,Bremerton Community Farmers Market,"""1400 Park Ave, Bremerton, Washington 98337""",98337,-122.62886,47.574253,Evergreen Rotary Park,,City Park,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300561,2/16/2021 17:38,Guttenberg Farmers Market,"""400 Block of South River Park Drive, Guttenberg, Iowa 52052""",52052,-91.095446,42.782433,Located on the 400 block of South River Park Drive in the city park along the Mississippi River.,,City park,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
300570,1/5/2021 17:33,Union Street Farmers Market @ Celebration Pointe,"""4949 Celebration Pointe Ave, Gainesville , Florida 32608""",32608,-82.39552,29.62549,in the promenade and on the green at Celebration Pointe.,,"Private business promenade and private street, open air.",No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300575,8/6/2020 11:50,FRESHFARM Dupont Market,"""1624 20th St NW , Washington, District of Columbia 20009""",20009,-77.044967,38.911806,20th Street NW between Massachusetts Avenue and Hillyer Place,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300581,8/3/2020 13:50,Celina's Friday Night Market,"""142 N Ohio Street, Celina, Texas 75009""",75009,-96.786984,33.3247511,Celina's Historic Square,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300582,8/3/2020 15:32,Beaumont Farmers' Market,"""Beaumont Texas 77707""",77707,-94.169203,30.067686,Located on College St. (HWY 90) between Langham and Dowlen under the basketball court at the Athletic Center.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300585,9/17/2020 19:55,Silver City Farmers' Market Downtown,"""901 N Pope ST, Silver City, New Mexico 88061""",88061,-108.27618,32.774517,At the Corner of N Pope St and W College ave,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300586,1/18/2021 22:24,Indian Lake Community Farmers Market,"""144 JOHN RUST RD, INDIAN LAKE, New York 12842""",12842,-74.270529,43.782397,"Indian Lake Central School Lawn, Route 28",Educational institution;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300587,9/10/2020 22:49,Sedalia Area Farmers' Market,"""2233 W 16th St, Sedalia, MO, Missouri 65301""",65301,-93.255481,38.698011,The Sedalia Area Farmers' Market is located on the MO State Fairgrounds just inside the Centennial Gate on Hwy 65 and just across Hwy 65 from Kehde's BBQ.,Federal/state government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300588,8/3/2020 10:50,Hammond's Grandson's Produce,"""7165 Ramsey Street, Fayetteville , North Carolina 28310""",28310,-78.853162,35.1865196,Road side Stand,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300589,1/6/2021 10:11,Orange Community Farmers' Market,"""525 Orange Center Road, Orange , Connecticut 06477""",06477,-73.021058,41.2735586,At High Plains Community Center at the Orange Fairgrounds under the Pavilion,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
300591,1/5/2021 10:45,Dodge County Farmer's Market,"""5401 Courthouse Circle, Eastman, Georgia 31023""",31023,-83.176305,32.20079,"Dodge County Courthouse Grounds in Downtown Eastman, GA",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300593,1/4/2021 17:48,Gardner Farmers Market,"""136 E Washington St, Gardner , Kansas 66030""",66030,-94.925777,38.812999,Johnson County Fairgrounds next to Cornerstone Park,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300594,9/11/2020 17:28,Lawrence Farmers Market,"""Lawrence , Michigan 49064""",49064,-86.048868,42.219637,The market is in the Village Park along E. St Joseph Street (Red Arrow Hwy) Take exit #52 north off I-94.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300595,9/13/2020 8:22,Urbana Farmers' Market,"""102 Capitol Ave, Urbana, Iowa 52345""",52345,-91.873662,42.223981,"Memorial Weekend September, American Legion PavilionWeekly through October, Urbana Community CenterSecond Saturday, November through April, Urbana Community Center -(Due to COVID-19, the 2020 October and Winter Markets will be held in the Urbana American Legion building.)",,Majority of Summer months on private property. October and Winter Markets on City property,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;,,0,0
300598,1/4/2021 13:23,Charles Town Farmers Market,"""100 block of South Samuel Street, Charles Town, West Virginia 25414""",25414,-77.858454,39.289073,Adjacent to Bank of Charles Town employee parking lot; across the street from the Charles Town Library,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300599,9/12/2020 10:49,Brooksville Farmers' Market,"""15487 Citrus Way, Brooksville, Florida 34614""",34614,-82.449304,28.654639,"Located at the Hernando County Little Rock Cannery, corner of US 98 and Citrus Way.",Private business parking lot;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
300607,1/26/2021 17:44,Louisiana Community Betterment Farmer's Market,"""Sunset Park, Georgia Street, Louisiana , Missouri 63353""",63353,-91.062659,39.441188,Located in Sunset Park on Georgia Street.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300608,2/17/2021 12:39,Orange Park Farmer's & Arts Market,"""2042 Park Ave, Orange Park, Florida 32073""",32073,-81.701664,30.165484,Corner of US17 & Kingsley Ave,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300612,1/4/2021 12:40,Muncie Makers Market,"""Outside at Books & Brews, 2100 West White River Boulevard, Muncie, Indiana 47303""",47303,-85.410675,40.1883942,"Outside at Books & Brews, White River Plaza - 2100 West White River Boulevard",Private business parking lot;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300619,8/1/2020 14:39,"Antigo Farmers Market, Inc.","""420 Field Street, Antigo, Wisconsin 54409""",54409,-89.14985,45.138703,1 block east of Hwy 45 between 6th and 7th Ave,Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;,,0,0
300632,1/27/2021 10:39,Union County Farm & Craft Market,"""106 Lakeside Drive, Union , South Carolina 29379""",29379,-81.614994,34.716023,On Main Street in front of the YMCA,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300644,1/4/2021 12:28,Terra Square Farmers Market,"""3380 Chicago Dr., Hudsonville, Michigan 49426""",49426,-85.865455,42.8677383,,,Terra Square Market building -outside and in,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300645,1/4/2021 10:36,Mount Pleasant Farmers' Market,"""3200 Mt. Pleasant St NW , Washington, District of Columbia 20010""",20010,-77.038675,38.931518,Plaza,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300650,3/1/2021 13:25,Norwich Farmers Market,"""2-75 North Broad Street, Norwich, New York 13815""",13815,-75.523641,42.531632,"East Park in the spring, summer, and fall;up the street in Red Roof Inn for winter when we have enough product.  Home deliveries year round.",Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300652,8/4/2020 8:24,Tahoe City Farmers Market Thursday CFM,"""400 N Lake Blvd, Tahoe City, California 96145""",96145,-120.14113,39.169938,"Directly on the shores of beautiful Lake Tahoe, come shop where farmers sell what they grow. Set in a park setting, we have organic produce, food vendors, line-caught fish, local pastured beef, pork and lamb, artisanal cheeses, and lots more.",,"Commons Beach, on Lake Tahoe",No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;,,0,0
300661,1/7/2021 17:10,Rockmart Farmers Market,"""108 Water St., Rockmart, Georgia 30153""",30153,-85.053094,33.997669,Between SouthCrest Bank and the Silver Comet Trailhead Building,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300679,1/4/2021 11:59,Baldwin's Main St. Farmers Market,"""Main St. and 6th Ave., Baldwin, Wisconsin 54002""",54002,-92.370763,44.966999,Located in Bailey Park at the end of Main St.  (I94 to Hwy. 63 N to Main St. E to Bailey Park),Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300680,8/3/2020 13:43,Vermont Farmers Market,"""Depot Park (at the Walmart Shopping Plaza), Rutland , Vermont 05701""",05701,-72.980071,43.605826,Across from Walmart in downtown Rutland,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300688,1/4/2021 10:31,East Side Farmers' Market,"""760 E Water St Elmira, Elmira, New York 14901""",14901,-76.794875,42.088757,West lawn of the Elmira Holiday Inn Riverview under the big red and white tent,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300703,7/16/2020 10:02,RT 639 Farmers Market,"""7278 Ladysmith Road Ruther Glen, Virginia 22546""",22546,-77.518506,38.016661,Corner of Ladysmith Rd and Rt 1.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300704,7/16/2020 10:04,King George Farmers Market,"""King George Middle School at 8246 Dahlgren Rd,  King George, Virginia 22485""",22485,-77.2028,38.27678,Corner of Dahlgren Rd and Rt 3,Educational institution;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
300716,1/7/2021 10:46,City Center Farmers Market,"""200 Sanborn Street, Florence, South Carolina 29501""",29501,-79.773582,34.198789,Located in the Food and Beverage District in Downtown Florence. The City Center Farmers Market sits parallel to the Federal Building and beside to the Barnes Street Activity Center.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
300724,1/4/2021 17:27,Waco Downtown Farmers Market,"""500 Washington Avenue, Waco, Texas 76701""",76701,-97.132941,31.55682,Across from the McLennan County Courthouse and the ALICO building,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300734,1/25/2021 23:24,Speedway Farmers Market,"""1068 Main Street, Speedway, Indiana 46224""",46224,-86.247542,39.793698,"in the parking lot of the War Memorial, next to Charlie Browns Restaurant",Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
300740,12/28/2020 13:21,Market Mondays at the Arsht Center,"""1301 Biscayne Blvd, Miami, Florida 33132""",33132,-80.189855,25.787138,Drive through market on the Valet ramp for 2020-21 season,,Valet Ramp of Arsht Center,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300742,1/25/2021 9:42,Market Square Farmers' Market,"""500 Howard Baker Jr Ave, Knoxville, Tennessee 37915""",37915,-83.910506,35.965659,"On Mary Costa Plaza, next to the Knoxville Civic Auditorium & Coliseum.",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
300744,1/4/2021 12:35,Roslindale Village Main Street Winter Farmers Market,"""32 Birch St, Roslindale, Massachusetts 02131""",02131,-71.130709,42.286072,ABCD Parking Lot,Private business parking lot;,Sons of Italy Hall,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
300746,1/25/2021 22:43,Columbus KS Farmers Market,"""202 N. East Avenue, Columbus, Kansas 66725""",66725,-94.831459,37.171861,Directly north of NAPA store,,privately owned empty lot,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300758,1/5/2021 13:28,Union County Farmers Market,"""290 Farmers Market Way, Blairsville, Georgia 30512""",30512,-83.950669,34.886298,Turn at the traffic light at the intersection of Hwy 515 & Glen Gooch Bypass,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300775,1/10/2021 12:35,Newport Beach Certified Farmers' Market by Farmer Mark,"""1 McFadden Place, Newport Beach , California 92663""",92663,-117.92879,33.607886,At the Newport Beach Pier and beside the Dory Fish Market.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
300793,1/8/2021 7:24,Franklin County Farmers Market,"""404 Wilkinson Blvd., Frankfort, Kentucky 40601""",40601,-84.88021,38.201613,"In the Market Pavilion in River View Park, on the corner of Wilkinson and Broadway, in downtown Frankfort",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300803,2/1/2021 8:57,Onslow County Farmers Market,"""4024 RIchlands Hwy, Jacksonville, North Carolina 28540""",28540,-77.49326,34.782418,"Farmers Market building in located in the rear parking lot of the County Multi-Complex building, 4024 Richlands Hwy., Jacksonville NC.",Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300805,1/26/2021 14:51,Shoreline Farmers Market,"""15415 Westminster Way, Shoreline, Washington 98133""",98133,-122.34945,47.741553,parking lot,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300809,1/4/2021 10:41,Historic Downtown Farmers Market,"""121 Orange Street, Hot Springs, Arkansas 71901""",71901,-93.050943,34.504886,We are located just south of the Transportation Depot and Veteran's Memorial.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300810,1/27/2021 8:47,Williamson Farmers Market,"""54 3rd. Ave. W., Williamson, West Virginia 25661""",25661,-82.277984,37.674029,At the corner of 3rd Ave. and Harvey St.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300817,1/5/2021 9:31,Plainwell Indoor Market,"""211 N. Main St. , Plainwell, Michigan 49080""",49080,-85.643297,42.44491,Inside City Hall on the 3rd floor.,Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;,,0,0
300818,1/25/2021 9:38,Nourish Knoxville's Winter Farmers' Market,"""500 Howard Baker Jr Ave, Knoxville, Tennessee 37915""",37915,-83.910507,35.96565,"On Mary Costa Plaza, next to the Knoxville Civic Auditorium & Coliseum.",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300824,3/8/2021 18:16,Landon's Greenhouse Farmers Market,"""505 College Meadows Drive, Sheridan, Wyoming 82801""",82801,-106.94832,44.760524,,Private business parking lot;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300851,1/5/2021 17:23,Empire Market,"""931 E 4th St, Joplin, Missouri 64801""",64801,-94.502691,37.087883,Between Division & School Streets. Parking and entrance on east side of building.,,Historic building owned by Downtown Joplin Alliance,Entire time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300859,1/4/2021 10:56,Glenwood Sunday Market,"""Chicago, Illinois 60626""",60626,-87.681844,41.837551,Market site will be identified by opening day,,Site to be identified by opening day,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300873,8/3/2020 14:03,Seneca Falls Farmers Market,"""15 Water Street, Seneca Falls, New York 13148""",13148,-76.800314,42.909109,Located in People's Park next to the water and gazebo. Parking is available on-site and at the Community Rec Center.,,People's Park,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300881,1/8/2021 11:53,Shawano Farmers Market,"""235 S. Washington Street, Shawano, Wisconsin 54166""",54166,-88.612868,44.777707,Franklin Park,Local government building grounds;,Franklin Park,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300887,1/4/2021 16:10,Co-Operative Farmers Market,"""900 Barring Avenue, Scranton, Pennsylvania 18508""",18508,-75.662496,41.422523,"Providence Road Exit, Left at light 1/2 mile, right to Albright Ave, enter 1st, 2nd or 3rd street on right.  Parking, food concession and facilities. Open air market with roof covering.",Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;,,0,0
300919,1/5/2021 16:07,Victoria Farmers' Market,"""2805 North Navarro, Victoria, Texas 77901""",77901,-97.000968,28.821562,Pattie Dodson Public Health Center parking lot,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
300936,8/3/2020 21:01,"Gas City, IN Farmers Market","""1028 E Main Street, Gas City, Indiana 46933""",46933,-85.598506,40.489812,"Dollar General Parking Lot, South East Corner, Next to Mc Donalds",Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300955,1/4/2021 14:55,Russellville Community Market,"""320 West C St. , Russellville, Arkansas 72801""",72801,-93.135468,35.280402,Inside the historic Russellville Train Depot,Local government building grounds;,,Entire time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
301006,2/3/2021 8:08,Cleveland Park Farmers Market,"""3400 Connecticut Ave NW, Washington, DC 20008, Washington , District of Columbia 20008""",20008,-77.058379,38.934817,"Market is situated on the western side of Connecticut Avenue's 3400 block, under the historic Uptown Theatre marquee.",,Public sidewalk,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
301031,1/21/2021 19:08,Lansdale Farmers' Market,"""400 Penn Street, Lansdale, Pennsylvania 19446""",19446,-75.277496,40.234201,Church Road Parking Lot between Penn St & Wissahickon Ave,Educational institution;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;,,0,0
301032,1/6/2021 17:43,Helen Albert Certified Farmers' Market,"""1200 N. Vista St., West Hollywood, California 90046""",90046,-118.35143,34.094113,"The market is in the north parking lot of Plummer Park, on the corner of N. Vista St. and Fountain Ave.",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
,,,"""""",,,,,,,,,,,,,
301060,3/20/2020 21:03,Soutel Community Market,"""4750 Soutel Dr, Jacksonville, Florida 32208""",32208,-81.72001,30.40374,In the shopping center parking lot. 2nd and 4th Sat.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
301062,1/5/2021 19:06,Market on Main,"""Ford Center Plaza 6th and Main St, Evansville, Indiana 47715""",47715,-87.568349,37.972884,Located on Main St in Downtown Evansville between MLK and 6th St on the Ford Center Plaza,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
301064,3/24/2020 17:08,Lewiston Farmers Market,"""65 Main St., Lewiston, Maine 04240""",04240,-70.220379,44.096575,"Conveniently located near the beautiful Great Falls and the historic Bates Mill No 5 at the intersection of Lincoln & Main St. in downtown Lewiston, ME.",Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
301067,1/4/2021 14:33,Northside Farmers Market,"""4222 Hamilton Ave, Cincinnati , Ohio 45223""",45223,-84.539984,39.163947,Behind NorthChurch,,Behind a church,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
301068,3/28/2020 17:58,Menominee Historic Downtown Farmers Market  Association,"""800 1st Street & 8th Avenue, Menominee, Michigan 49858""",49858,-87.603938,45.105926,on the corner of 1st Street and 8th Ave along side the American Legion Building,Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
301069,3/30/2020 14:35,Hoodland Farmers Market,"""67212 E. HWY 26, Welches , Oregon 97067""",97067,-121.96091,45.349594,Back right corner of the Rendezvous Plaza,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;,,0,0
301070,4/3/2020 23:54,Coastal Growers Market,"""2325 Boston Neck Rd, Saunderstown, Rhode Island 02874""",02874,-71.423632,41.512,"At Casey Farm, a Historic New England propertyMarket is located 5 minutes south on Route 1A (Boston Neck Road), from the Route 138 intersection.",,Historically preserved farm property owned by a non-profit organization,Entire time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
301071,4/4/2020 14:38,Perry Lecompton Farmers Market,"""2115 Ferguson Rd., Perry, Kansas 66073""",66073,-95.392324,39.08143,In the parking lot of Bernie's/Cenex Gas and Convenience Store.  Corner of HWY 24 and Ferguson Rd.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,Senior Farmers Market Nutrition Program;,,0,0
301072,4/6/2020 10:14,Clinton Farmers Market,"""20 West Park Row, Clinton, New York 13323""",13323,-75.378462,43.048866,The Clinton Farmers market is located on the village green.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
